Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Annotation	detection_confidence	input_file
385	Waveform 1	1	18.955271971	18.968006685	36401.487	51390.335	e		
385	Spectrogram 1	1	18.955271971	18.968006685	36401.487	51390.335	e		
386	Waveform 1	1	19.241086480	19.255943646	37115.242	51390.335	e		
386	Spectrogram 1	1	19.241086480	19.255943646	37115.242	51390.335	e		
387	Waveform 1	1	19.423617374	19.432107184	35687.732	48535.316	e		
387	Spectrogram 1	1	19.423617374	19.432107184	35687.732	48535.316	e		
388	Waveform 1	1	19.478801133	19.487290942	36044.610	50319.703	e		
388	Spectrogram 1	1	19.478801133	19.487290942	36044.610	50319.703	e		
389	Waveform 1	1	19.526184529	19.536796790	38185.874	48535.316	e		
389	Spectrogram 1	1	19.526184529	19.536796790	38185.874	48535.316	e		
390	Waveform 1	1	19.575000931	19.585613192	39613.383	48535.316	v		
390	Spectrogram 1	1	19.575000931	19.585613192	39613.383	48535.316	v		
391	Waveform 1	1	20.114103804	20.124716065	37115.242	53531.599	e		
391	Spectrogram 1	1	20.114103804	20.124716065	37115.242	53531.599	e		
392	Waveform 1	1	20.199001894	20.211736608	36401.487	47464.684	v		
392	Spectrogram 1	1	20.199001894	20.211736608	36401.487	47464.684	v		
393	Waveform 1	1	20.455570736	20.478917711	39613.383	48535.316	v		
393	Spectrogram 1	1	20.455570736	20.478917711	39613.383	48535.316	v		
395	Waveform 1	1	20.846101951	20.856714213	36401.487	47464.684	e		
395	Spectrogram 1	1	20.846101951	20.856714213	36401.487	47464.684	e		
396	Waveform 1	1	21.134755458	21.147490172	34973.978	47821.561	e		
396	Spectrogram 1	1	21.134755458	21.147490172	34973.978	47821.561	e		
397	Waveform 1	1	21.529752360	21.538242169	43539.033	52817.844	v		
397	Spectrogram 1	1	21.529752360	21.538242169	43539.033	52817.844	v		
398	Waveform 1	1	21.688936280	21.699548541	40684.015	48535.316	v		
398	Spectrogram 1	1	21.688936280	21.699548541	40684.015	48535.316	v		
399	Waveform 1	1	22.358666851	22.367156660	40327.138	52817.844	e		
399	Spectrogram 1	1	22.358666851	22.367156660	40327.138	52817.844	e		
400	Waveform 1	1	22.439320036	22.445687393	39613.383	57457.249	e		
400	Spectrogram 1	1	22.439320036	22.445687393	39613.383	57457.249	e		
401	Waveform 1	1	22.600626408	22.604871312	38542.751	52104.089	e		
401	Spectrogram 1	1	22.600626408	22.604871312	38542.751	52104.089	e		
402	Waveform 1	1	22.804381825	22.812871634	39256.506	53174.721	e		
402	Spectrogram 1	1	22.804381825	22.812871634	39256.506	53174.721	e		
403	Waveform 1	1	22.865932940	22.876545201	38185.874	53174.721	e		
403	Spectrogram 1	1	22.865932940	22.876545201	38185.874	53174.721	e		
404	Waveform 1	1	22.923239151	22.938096317	36758.364	53174.721	e		
404	Spectrogram 1	1	22.923239151	22.938096317	36758.364	53174.721	e		
405	Waveform 1	1	23.090912879	23.101525140	37472.119	58171.004	e		
405	Spectrogram 1	1	23.090912879	23.101525140	37472.119	58171.004	e		
406	Waveform 1	1	23.175810969	23.186423231	37828.996	57814.126	e		
406	Spectrogram 1	1	23.175810969	23.186423231	37828.996	57814.126	e		
407	Waveform 1	1	23.377443934	23.388056195	37115.242	58171.004	e		
407	Spectrogram 1	1	23.377443934	23.388056195	37115.242	58171.004	e		
408	Waveform 1	1	23.466586929	23.477199190	37472.119	57814.126	e		
408	Spectrogram 1	1	23.466586929	23.477199190	37472.119	57814.126	e		
409	Waveform 1	1	23.547240114	23.557852376	39256.506	56743.494	e		
409	Spectrogram 1	1	23.547240114	23.557852376	39256.506	56743.494	e		
410	Waveform 1	1	23.636383109	23.653362727	35687.732	62453.532	e		
410	Spectrogram 1	1	23.636383109	23.653362727	35687.732	62453.532	e		
411	Waveform 1	1	23.734015913	23.746750627	34617.100	59598.513	e		
411	Spectrogram 1	1	23.734015913	23.746750627	34617.100	59598.513	e		
412	Waveform 1	1	23.838016074	23.854995692	37472.119	62096.654	e		
412	Spectrogram 1	1	23.838016074	23.854995692	37472.119	62096.654	e		
413	Waveform 1	1	23.916298926	23.933278544	33903.346	58171.004	e		
413	Spectrogram 1	1	23.916298926	23.933278544	33903.346	58171.004	e		
414	Waveform 1	1	23.986339850	24.001197016	32475.836	58527.881	e		
414	Spectrogram 1	1	23.986339850	24.001197016	32475.836	58527.881	e		
415	Waveform 1	1	24.109442081	24.120054342	36401.487	57814.126	e		
415	Spectrogram 1	1	24.109442081	24.120054342	36401.487	57814.126	e		
416	Waveform 1	1	24.177360553	24.192217719	35330.855	53888.476	e		
416	Spectrogram 1	1	24.177360553	24.192217719	35330.855	53888.476	e		
417	Waveform 1	1	24.251646382	24.258013739	35687.732	53531.599	e		
417	Spectrogram 1	1	24.251646382	24.258013739	35687.732	53531.599	e		
418	Waveform 1	1	24.325932211	24.332299568	34973.978	52817.844	e		
418	Spectrogram 1	1	24.325932211	24.332299568	34973.978	52817.844	e		
419	Waveform 1	1	24.395973136	24.406585397	38185.874	53531.599	e		
419	Spectrogram 1	1	24.395973136	24.406585397	38185.874	53531.599	e		
420	Waveform 1	1	24.466014060	24.474503869	39613.383	52104.089	e		
420	Spectrogram 1	1	24.466014060	24.474503869	39613.383	52104.089	e		
421	Waveform 1	1	24.523320271	24.531810080	42468.401	55672.862	e		
421	Spectrogram 1	1	24.523320271	24.531810080	42468.401	55672.862	e		
422	Waveform 1	1	24.564804974	24.575417235	41397.770	48892.193	v		
422	Spectrogram 1	1	24.564804974	24.575417235	41397.770	48892.193	v		
423	Waveform 1	1	24.598764210	24.607254019	42468.401	53531.599	v		
423	Spectrogram 1	1	24.598764210	24.607254019	42468.401	53531.599	v		
424	Waveform 1	1	24.677294944	24.747335868	22840.149	32832.714	b		
424	Spectrogram 1	1	24.677294944	24.747335868	22840.149	32832.714	b		
425	Waveform 1	1	25.097292609	25.107904870	34260.223	49249.071	e		
425	Spectrogram 1	1	25.097292609	25.107904870	34260.223	49249.071	e		
426	Waveform 1	1	25.668232266	25.678844527	37472.119	48178.439	e		
426	Spectrogram 1	1	25.668232266	25.678844527	37472.119	48178.439	e		
427	Waveform 1	1	27.017147474	27.027759736	41040.892	52104.089	e		
427	Spectrogram 1	1	27.017147474	27.027759736	41040.892	52104.089	e		
428	Waveform 1	1	27.087188399	27.093555756	41397.770	52460.967	e		
428	Spectrogram 1	1	27.087188399	27.093555756	41397.770	52460.967	e		
429	Waveform 1	1	27.161474228	27.169964037	37472.119	55315.985	e		
429	Spectrogram 1	1	27.161474228	27.169964037	37472.119	55315.985	e		
430	Waveform 1	1	27.248494770	27.259107032	38899.628	56029.740	e		
430	Spectrogram 1	1	27.248494770	27.259107032	38899.628	56029.740	e		
431	Waveform 1	1	27.314290790	27.329147956	40327.138	54959.108	e		
431	Spectrogram 1	1	27.314290790	27.329147956	40327.138	54959.108	e		
432	Waveform 1	1	27.384331715	27.394943976	38899.628	54602.230	e		
432	Spectrogram 1	1	27.384331715	27.394943976	38899.628	54602.230	e		
433	Waveform 1	1	27.437393021	27.448005283	41397.770	54602.230	e		
433	Spectrogram 1	1	27.437393021	27.448005283	41397.770	54602.230	e		
434	Waveform 1	1	27.484086971	27.490454328	41040.892	55315.985	e		
434	Spectrogram 1	1	27.484086971	27.490454328	41040.892	55315.985	e		
435	Waveform 1	1	27.524413564	27.530780921	44966.543	54602.230	v		
435	Spectrogram 1	1	27.524413564	27.530780921	44966.543	54602.230	v		
436	Waveform 1	1	27.598699393	27.643270890	26408.922	36401.487	b		
436	Spectrogram 1	1	27.598699393	27.643270890	26408.922	36401.487	b		
437	Waveform 1	1	27.765656576	27.778391289	38542.751	55315.985	e		
437	Spectrogram 1	1	27.765656576	27.778391289	38542.751	55315.985	e		
438	Waveform 1	1	27.846309762	27.856922023	37472.119	58884.758	e		
438	Spectrogram 1	1	27.846309762	27.856922023	37472.119	58884.758	e		
439	Waveform 1	1	27.941820113	27.954554827	41040.892	56743.494	e		
439	Spectrogram 1	1	27.941820113	27.954554827	41040.892	56743.494	e		
440	Waveform 1	1	28.132840816	28.143453077	38185.874	57457.249	e		
440	Spectrogram 1	1	28.132840816	28.143453077	38185.874	57457.249	e		
441	Waveform 1	1	28.221983811	28.232596072	36401.487	58527.881	e		
441	Spectrogram 1	1	28.221983811	28.232596072	36401.487	58527.881	e		
442	Waveform 1	1	28.410882062	28.423616775	37828.996	64951.673	e		
442	Spectrogram 1	1	28.410882062	28.423616775	37828.996	64951.673	e		
443	Waveform 1	1	28.506392413	28.521249579	38185.874	62453.532	e		
443	Spectrogram 1	1	28.506392413	28.521249579	38185.874	62453.532	e		
444	Waveform 1	1	28.691045760	28.708025378	35330.855	63524.164	e		
444	Spectrogram 1	1	28.691045760	28.708025378	35330.855	63524.164	e		
445	Waveform 1	1	28.971898904	28.988878522	36401.487	63167.286	e		
445	Spectrogram 1	1	28.971898904	28.988878522	36401.487	63167.286	e		
446	Waveform 1	1	29.071654160	29.088633778	36401.487	63881.041	e		
446	Spectrogram 1	1	29.071654160	29.088633778	36401.487	63881.041	e		
447	Waveform 1	1	29.162919607	29.177776773	34617.100	63524.164	e		
447	Spectrogram 1	1	29.162919607	29.177776773	34617.100	63524.164	e		
448	Waveform 1	1	29.370919928	29.387899546	34617.100	63524.164	e		
448	Spectrogram 1	1	29.370919928	29.387899546	34617.100	63524.164	e		
449	Waveform 1	1	29.447328209	29.470675184	36401.487	63524.164	e		
449	Spectrogram 1	1	29.447328209	29.470675184	36401.487	63524.164	e		
450	Waveform 1	1	29.574675345	29.587410058	34260.223	59598.513	e		
450	Spectrogram 1	1	29.574675345	29.587410058	34260.223	59598.513	e		
451	Waveform 1	1	29.676553053	29.693532671	36401.487	62096.654	e		
451	Spectrogram 1	1	29.676553053	29.693532671	36401.487	62096.654	e		
452	Waveform 1	1	29.905750798	29.926975320	37828.996	61739.777	e		
452	Spectrogram 1	1	29.905750798	29.926975320	37828.996	61739.777	e		
453	Waveform 1	1	29.994893792	30.011873411	36044.610	59598.513	e		
453	Spectrogram 1	1	29.994893792	30.011873411	36044.610	59598.513	e		
454	Waveform 1	1	30.158322616	30.168934878	37472.119	55672.862	e		
454	Spectrogram 1	1	30.158322616	30.168934878	37472.119	55672.862	e		
455	Waveform 1	1	30.236853350	30.249588063	36758.364	51033.457	e		
455	Spectrogram 1	1	30.236853350	30.249588063	36758.364	51033.457	e		
456	Waveform 1	1	30.302649370	30.325996345	38185.874	49605.948	v		
456	Spectrogram 1	1	30.302649370	30.325996345	38185.874	49605.948	v		
457	Waveform 1	1	30.376935199	30.393914817	37828.996	52817.844	e		
457	Spectrogram 1	1	30.376935199	30.393914817	37828.996	52817.844	e		
458	Waveform 1	1	30.442731219	30.457588384	36758.364	50676.580	e		
458	Spectrogram 1	1	30.442731219	30.457588384	36758.364	50676.580	e		
459	Waveform 1	1	30.512772143	30.523384404	37115.242	53174.721	e		
459	Spectrogram 1	1	30.512772143	30.523384404	37115.242	53174.721	e		
460	Waveform 1	1	30.699547942	30.712282655	37472.119	51747.212	e		
460	Spectrogram 1	1	30.699547942	30.712282655	37472.119	51747.212	e		
461	Waveform 1	1	30.922405429	30.933017690	36758.364	53174.721	e		
461	Spectrogram 1	1	30.922405429	30.933017690	36758.364	53174.721	e		
462	Waveform 1	1	31.011548423	31.024283137	38542.751	47821.561	v		
462	Spectrogram 1	1	31.011548423	31.024283137	38542.751	47821.561	v		
463	Waveform 1	1	31.113426132	31.126160845	39256.506	49605.948	v		
463	Spectrogram 1	1	31.113426132	31.126160845	39256.506	49605.948	v		
464	Waveform 1	1	31.179222152	31.189834413	37472.119	48178.439	v		
464	Spectrogram 1	1	31.179222152	31.189834413	37472.119	48178.439	v		
465	Waveform 1	1	31.236528363	31.245018172	38185.874	47821.561	v		
465	Spectrogram 1	1	31.236528363	31.245018172	38185.874	47821.561	v		
466	Waveform 1	1	31.409605106	31.422339819	39256.506	48892.193	v		
466	Spectrogram 1	1	31.409605106	31.422339819	39256.506	48892.193	v		
467	Waveform 1	1	36.086471424	36.094961233	38542.751	51390.335	v		
467	Spectrogram 1	1	36.086471424	36.094961233	38542.751	51390.335	v		
468	Waveform 1	1	36.296594197	36.307206459	38899.628	51390.335	e		
468	Spectrogram 1	1	36.296594197	36.307206459	38899.628	51390.335	e		
469	Waveform 1	1	36.466390378	36.474880187	38899.628	52817.844	e		
469	Spectrogram 1	1	36.466390378	36.474880187	38899.628	52817.844	e		
470	Waveform 1	1	36.561900729	36.572512991	39613.383	47107.807	v		
470	Spectrogram 1	1	36.561900729	36.572512991	39613.383	47107.807	v		
471	Waveform 1	1	36.659533533	36.665900890	42111.524	51747.212	v		
471	Spectrogram 1	1	36.659533533	36.665900890	42111.524	51747.212	v		
472	Waveform 1	1	36.829329714	36.837819523	37472.119	51747.212	v		
472	Spectrogram 1	1	36.829329714	36.837819523	37472.119	51747.212	v		
473	Waveform 1	1	36.916881710	36.930388914	38185.874	48892.193	v		
473	Spectrogram 1	1	36.916881710	36.930388914	38185.874	48892.193	v		
474	Waveform 1	1	134.835414515	134.845920117	44966.543	53888.476	v		
474	Spectrogram 1	1	134.835414515	134.845920117	44966.543	53888.476	v		
475	Waveform 1	1	136.575940502	136.584945304	42468.401	58884.758	e		
475	Spectrogram 1	1	136.575940502	136.584945304	42468.401	58884.758	e		
476	Waveform 1	1	136.856590174	136.867095776	42111.524	58527.881	e		
476	Spectrogram 1	1	136.856590174	136.867095776	42111.524	58527.881	e		
477	Waveform 1	1	137.048692623	137.059198225	42825.279	58171.004	e		
477	Spectrogram 1	1	137.048692623	137.059198225	42825.279	58171.004	e		
478	Waveform 1	1	139.372352900	139.376855302	42111.524	54959.108	e		
478	Spectrogram 1	1	139.372352900	139.376855302	42111.524	54959.108	e		
479	Waveform 1	1	139.507424935	139.510426536	42468.401	53888.476	e		
479	Spectrogram 1	1	139.507424935	139.510426536	42468.401	53888.476	e		
480	Waveform 1	1	139.672512977	139.678516179	44609.665	55315.985	e		
480	Spectrogram 1	1	139.672512977	139.678516179	44609.665	55315.985	e		
481	Waveform 1	1	139.609479361	139.615482563	45680.297	53888.476	v		
481	Spectrogram 1	1	139.609479361	139.615482563	45680.297	53888.476	v		
482	Waveform 1	1	546.431600390	546.446608394	40684.015	47464.684	v		
482	Spectrogram 1	1	546.431600390	546.446608394	40684.015	47464.684	v		
483	Waveform 1	1	546.518646813	546.527651615	42468.401	47464.684	v		
483	Spectrogram 1	1	546.518646813	546.527651615	42468.401	47464.684	v		
484	Waveform 1	1	546.704746060	546.719754064	42111.524	48892.193	v		
484	Spectrogram 1	1	546.704746060	546.719754064	42111.524	48892.193	v		
485	Waveform 1	1	546.814173789	546.822663598	40684.015	48178.439	v		
485	Spectrogram 1	1	546.814173789	546.822663598	40684.015	48178.439	v		
486	Waveform 1	1	547.028293506	547.045273124	43182.156	47464.684	v		
486	Spectrogram 1	1	547.028293506	547.045273124	43182.156	47464.684	v		
487	Waveform 1	1	551.813764088	551.828772092	41040.892	48178.439	v		
487	Spectrogram 1	1	551.813764088	551.828772092	41040.892	48178.439	v		
488	Waveform 1	1	583.994945273	584.005557534	41754.647	50319.703	v		
488	Spectrogram 1	1	583.994945273	584.005557534	41754.647	50319.703	v		
489	Waveform 1	1	665.730081647	665.772104058	24624.535	27479.554	v		
489	Spectrogram 1	1	665.730081647	665.772104058	24624.535	27479.554	v		
490	Waveform 1	1	666.690044175	666.736738125	24624.535	28193.309	v		
490	Spectrogram 1	1	666.690044175	666.736738125	24624.535	28193.309	v		
491	Waveform 1	1	916.150039773	916.159044575	38542.751	49249.071	e		
491	Spectrogram 1	1	916.150039773	916.159044575	38542.751	49249.071	e		
492	Waveform 1	1	914.542407954	914.551412756	39256.506	47821.561	v		
492	Spectrogram 1	1	914.542407954	914.551412756	39256.506	47821.561	v		
493	Waveform 1	1	914.608443171	914.617447973	38542.751	48178.439	v		
493	Spectrogram 1	1	914.608443171	914.617447973	38542.751	48178.439	v		
494	Waveform 1	1	916.744292759	916.759300763	40327.138	50319.703	v		
494	Spectrogram 1	1	916.744292759	916.759300763	40327.138	50319.703	v		
495	Waveform 1	1	916.837342382	916.849348786	38899.628	46750.929	v		
495	Spectrogram 1	1	916.837342382	916.849348786	38899.628	46750.929	v		
496	Waveform 1	1	916.927390405	916.936395208	41040.892	47821.561	v		
496	Spectrogram 1	1	916.927390405	916.936395208	41040.892	47821.561	v		
497	Waveform 1	1	917.128497657	917.137502459	41040.892	50319.703	e		
497	Spectrogram 1	1	917.128497657	917.137502459	41040.892	50319.703	e		
498	Waveform 1	1	917.452670540	917.458673741	41040.892	49605.948	v		
498	Spectrogram 1	1	917.452670540	917.458673741	41040.892	49605.948	v		
499	Waveform 1	1	917.569732970	917.581739373	37472.119	49605.948	v		
499	Spectrogram 1	1	917.569732970	917.581739373	37472.119	49605.948	v		
500	Waveform 1	1	917.785848225	917.797854628	37472.119	48892.193	v		
500	Spectrogram 1	1	917.785848225	917.797854628	37472.119	48892.193	v		
501	Waveform 1	1	918.147751759	918.159758162	43182.156	51390.335	v		
501	Spectrogram 1	1	918.147751759	918.159758162	43182.156	51390.335	v		
502	Waveform 1	1	919.868222931	919.889447454	39970.260	49605.948	v		
502	Spectrogram 1	1	919.868222931	919.889447454	39970.260	49605.948	v		
503	Waveform 1	1	920.050753825	920.063488539	40684.015	48178.439	v		
503	Spectrogram 1	1	920.050753825	920.063488539	40684.015	48178.439	v		
504	Waveform 1	1	928.838976955	928.851711668	44966.543	52104.089	v		
504	Spectrogram 1	1	928.838976955	928.851711668	44966.543	52104.089	v		
505	Waveform 1	1	931.387794187	931.409018710	45323.420	56029.740	v		
505	Spectrogram 1	1	931.387794187	931.409018710	45323.420	56029.740	v		
506	Waveform 1	1	931.515141323	931.527876036	44252.788	59598.513	e		
506	Spectrogram 1	1	931.515141323	931.527876036	44252.788	59598.513	e		
507	Waveform 1	1	929.859628562	929.876608181	43895.911	51747.212	v		
507	Spectrogram 1	1	929.859628562	929.876608181	43895.911	51747.212	v		
508	Waveform 1	1	934.443582460	934.455588863	41754.647	49605.948	v		
508	Spectrogram 1	1	934.443582460	934.455588863	41754.647	49605.948	v		
509	Waveform 1	1	940.062808823	940.077816827	41754.647	52817.844	e		
509	Spectrogram 1	1	940.062808823	940.077816827	41754.647	52817.844	e		
510	Waveform 1	1	940.248908071	940.260914474	42111.524	52817.844	e		
510	Spectrogram 1	1	940.248908071	940.260914474	42111.524	52817.844	e		
511	Waveform 1	1	940.802364838	940.817372842	42111.524	51033.457	e		
511	Spectrogram 1	1	940.802364838	940.817372842	42111.524	51033.457	e		
512	Waveform 1	1	948.780275958	948.788765767	42825.279	54602.230	e		
512	Spectrogram 1	1	948.780275958	948.788765767	42825.279	54602.230	e		
513	Waveform 1	1	950.793023086	950.799390443	46750.929	55315.985	v		
513	Spectrogram 1	1	950.793023086	950.799390443	46750.929	55315.985	v		
514	Waveform 1	1	951.932779948	951.939147305	41040.892	59955.390	e		
514	Spectrogram 1	1	951.932779948	951.939147305	41040.892	59955.390	e		
515	Waveform 1	1	952.034657657	952.043147466	45323.420	59598.513	e		
515	Spectrogram 1	1	952.034657657	952.043147466	45323.420	59598.513	e		
516	Waveform 1	1	952.136535365	952.149270078	41754.647	55315.985	e		
516	Spectrogram 1	1	952.136535365	952.149270078	41754.647	55315.985	e		
517	Waveform 1	1	952.329678520	952.336045877	39970.260	53174.721	e		
517	Spectrogram 1	1	952.329678520	952.336045877	39970.260	53174.721	e		
518	Waveform 1	1	952.423119343	952.427621745	41754.647	55672.862	v		
518	Spectrogram 1	1	952.423119343	952.427621745	41754.647	55672.862	v		
519	Waveform 1	1	952.517669768	952.523672969	43182.156	54959.108	v		
519	Spectrogram 1	1	952.517669768	952.523672969	43182.156	54959.108	v		
520	Waveform 1	1	953.574814414	953.585426675	43539.033	56386.617	e		
520	Spectrogram 1	1	953.574814414	953.585426675	43539.033	56386.617	e		
521	Waveform 1	1	953.644855338	953.655467600	43182.156	53888.476	e		
521	Spectrogram 1	1	953.644855338	953.655467600	43182.156	53888.476	e		
522	Waveform 1	1	954.035386554	954.043876363	44252.788	50676.580	e		
522	Spectrogram 1	1	954.035386554	954.043876363	44252.788	50676.580	e		
523	Waveform 1	1	955.462115950	955.468483307	43895.911	57100.372	v		
523	Spectrogram 1	1	955.462115950	955.468483307	43895.911	57100.372	v		
524	Waveform 1	1	955.714687769	955.725300030	43539.033	58527.881	v		
524	Spectrogram 1	1	955.714687769	955.725300030	43539.033	58527.881	v		
525	Waveform 1	1	956.648787544	956.655154901	42468.401	57100.372	e		
525	Spectrogram 1	1	956.648787544	956.655154901	42468.401	57100.372	e		
526	Waveform 1	1	956.731563182	956.737930539	40684.015	58171.004	e		
526	Spectrogram 1	1	956.731563182	956.737930539	40684.015	58171.004	e		
527	Waveform 1	1	956.818583725	956.822828629	42825.279	51747.212	v		
527	Spectrogram 1	1	956.818583725	956.822828629	42825.279	51747.212	v		
528	Waveform 1	1	957.880967794	957.895824960	43539.033	55672.862	e		
528	Spectrogram 1	1	957.880967794	957.895824960	43539.033	55672.862	e		
529	Waveform 1	1	958.248152034	958.258764295	42468.401	55315.985	v		
529	Spectrogram 1	1	958.248152034	958.258764295	42468.401	55315.985	v		
530	Waveform 1	1	958.462519712	958.471009521	47107.807	58884.758	v		
530	Spectrogram 1	1	958.462519712	958.471009521	47107.807	58884.758	v		
531	Waveform 1	1	958.507091209	958.513458566	46037.175	56743.494	v		
531	Spectrogram 1	1	958.507091209	958.513458566	46037.175	56743.494	v		
532	Waveform 1	1	958.704479269	958.717213983	36758.364	51747.212	v		
532	Spectrogram 1	1	958.704479269	958.717213983	36758.364	51747.212	v		
533	Waveform 1	1	963.485566615	963.491933972	45680.297	56386.617	v		
533	Spectrogram 1	1	963.485566615	963.491933972	45680.297	56386.617	v		
534	Waveform 1	1	963.827281429	963.835771238	43539.033	55315.985	e		
534	Spectrogram 1	1	963.827281429	963.835771238	43539.033	55315.985	e		
535	Waveform 1	1	964.001322514	964.016179680	42825.279	58884.758	e		
535	Spectrogram 1	1	964.001322514	964.016179680	42825.279	58884.758	e		
536	Waveform 1	1	964.158383981	964.168996242	42825.279	57814.126	e		
536	Spectrogram 1	1	964.158383981	964.168996242	42825.279	57814.126	e		
537	Waveform 1	1	964.230547357	964.243282071	42111.524	56743.494	e		
537	Spectrogram 1	1	964.230547357	964.243282071	42111.524	56743.494	e		
538	Waveform 1	1	964.309078091	964.315445448	41040.892	54959.108	e		
538	Spectrogram 1	1	964.309078091	964.315445448	41040.892	54959.108	e		
539	Waveform 1	1	964.387608824	964.398221086	43539.033	54959.108	e		
539	Spectrogram 1	1	964.387608824	964.398221086	43539.033	54959.108	e		
540	Waveform 1	1	964.468262010	964.476751819	41040.892	53888.476	e		
540	Spectrogram 1	1	964.468262010	964.476751819	41040.892	53888.476	e		
541	Waveform 1	1	964.628851752	964.635219108	42468.401	51033.457	v		
541	Spectrogram 1	1	964.628851752	964.635219108	42468.401	51033.457	v		
542	Waveform 1	1	965.639580591	965.650192852	44252.788	55672.862	v		
542	Spectrogram 1	1	965.639580591	965.650192852	44252.788	55672.862	v		
543	Waveform 1	1	965.809376771	965.819989032	42825.279	53888.476	v		
543	Spectrogram 1	1	965.809376771	965.819989032	42825.279	53888.476	v		
544	Waveform 1	1	966.454602257	966.463092066	42468.401	49249.071	v		
544	Spectrogram 1	1	966.454602257	966.463092066	42468.401	49249.071	v		
545	Waveform 1	1	969.209959752	969.218449561	42468.401	51390.335	v		
545	Spectrogram 1	1	969.209959752	969.218449561	42468.401	51390.335	v		
546	Waveform 1	1	969.488000998	969.496490807	41754.647	54959.108	e		
546	Spectrogram 1	1	969.488000998	969.496490807	41754.647	54959.108	e		
547	Waveform 1	1	969.581388897	969.587756254	43539.033	52104.089	v		
547	Spectrogram 1	1	969.581388897	969.587756254	43539.033	52104.089	v		
548	Waveform 1	1	969.859155647	969.868160449	44252.788	55315.985	v		
548	Spectrogram 1	1	969.859155647	969.868160449	44252.788	55315.985	v		
549	Waveform 1	1	970.137965877	970.152973881	42468.401	53531.599	v		
549	Spectrogram 1	1	970.137965877	970.152973881	42468.401	53531.599	v		
550	Waveform 1	1	970.213005896	970.225012299	44252.788	52460.967	v		
550	Spectrogram 1	1	970.213005896	970.225012299	44252.788	52460.967	v		
551	Waveform 1	1	970.285044314	970.294049117	43895.911	51033.457	v		
551	Spectrogram 1	1	970.285044314	970.294049117	43895.911	51033.457	v		
552	Waveform 1	1	973.674828472	973.687563186	42825.279	53531.599	v		
552	Spectrogram 1	1	973.674828472	973.687563186	42825.279	53531.599	v		
553	Waveform 1	1	974.182094561	974.192706823	40684.015	52460.967	e		
553	Spectrogram 1	1	974.182094561	974.192706823	40684.015	52460.967	e		
554	Waveform 1	1	975.673214071	975.685948784	42111.524	51033.457	e		
554	Spectrogram 1	1	975.673214071	975.685948784	42111.524	51033.457	e		
555	Waveform 1	1	975.840887799	975.851500061	42111.524	53531.599	e		
555	Spectrogram 1	1	975.840887799	975.851500061	42111.524	53531.599	e		
556	Waveform 1	1	983.544564634	983.557299348	44252.788	54959.108	v		
556	Spectrogram 1	1	983.544564634	983.557299348	44252.788	54959.108	v		
557	Waveform 1	1	981.944235633	981.954847894	45680.297	50319.703	v		
557	Spectrogram 1	1	981.944235633	981.954847894	45680.297	50319.703	v		
558	Waveform 1	1	998.246086849	998.263066467	43895.911	49962.825	v		
558	Spectrogram 1	1	998.246086849	998.263066467	43895.911	49962.825	v		
559	Waveform 1	1	998.522005643	998.530495452	43182.156	48892.193	v		
559	Spectrogram 1	1	998.522005643	998.530495452	43182.156	48892.193	v		
560	Waveform 1	1	998.337322146	998.353830950	43539.033	47821.561	v		
560	Spectrogram 1	1	998.337322146	998.353830950	43539.033	47821.561	v		
561	Waveform 1	1	996.011640216	996.024374930	42468.401	55672.862	v		
561	Spectrogram 1	1	996.011640216	996.024374930	42468.401	55672.862	v		
562	Waveform 1	1	996.351232577	996.359722387	42468.401	53888.476	v		
562	Spectrogram 1	1	996.351232577	996.359722387	42468.401	53888.476	v		
563	Waveform 1	1	996.663233059	996.673845321	41397.770	50319.703	v		
563	Spectrogram 1	1	996.663233059	996.673845321	41397.770	50319.703	v		
564	Waveform 1	1	996.805437360	996.813927169	42825.279	49962.825	v		
564	Spectrogram 1	1	996.805437360	996.813927169	42825.279	49962.825	v		
565	Waveform 1	1	999.464347176	999.477081890	42825.279	53888.476	v		
565	Spectrogram 1	1	999.464347176	999.477081890	42825.279	53888.476	v		
566	Waveform 1	1	999.551367719	999.559857528	42468.401	55315.985	v		
566	Spectrogram 1	1	999.551367719	999.559857528	42468.401	55315.985	v		
567	Waveform 1	1	999.986470431	999.994960240	43895.911	55315.985	v		
567	Spectrogram 1	1	999.986470431	999.994960240	43895.911	55315.985	v		
568	Waveform 1	1	1000.065001165	1000.077735878	42825.279	58884.758	v		
568	Spectrogram 1	1	1000.065001165	1000.077735878	42825.279	58884.758	v		
569	Waveform 1	1	1000.267223507	1000.274727509	43895.911	53888.476	v		
569	Spectrogram 1	1	1000.267223507	1000.274727509	43895.911	53888.476	v		
570	Waveform 1	1	1000.618410797	1000.625914799	41397.770	54959.108	v		
570	Spectrogram 1	1	1000.618410797	1000.625914799	41397.770	54959.108	v		
571	Waveform 1	1	1000.872046062	1000.879550063	45323.420	57100.372	v		
571	Spectrogram 1	1	1000.872046062	1000.879550063	45323.420	57100.372	v		
572	Waveform 1	1	1001.223507839	1001.231011841	42825.279	54602.230	v		
572	Spectrogram 1	1	1001.223507839	1001.231011841	42825.279	54602.230	v		
573	Waveform 1	1	1000.702894803	1000.715629517	42825.279	54959.108	v		
573	Spectrogram 1	1	1000.702894803	1000.715629517	42825.279	54959.108	v		
